VASP_mp-1217422.vasp,-8.931440825
VASP_mp-978291.vasp,-3.133736048
VASP_mp-1187636.vasp,-3.558701528
VASP_mp-1319.vasp,-6.464025595
VASP_mp-20420.vasp,-4.389008713
VASP_mp-1093715.vasp,-2.742381873
VASP_mp-21171.vasp,-6.71285094
VASP_mp-982195.vasp,-3.35701529
VASP_mp-1217764.vasp,-11.03373189
VASP_mp-1097462.vasp,-1.544192938
VASP_mp-1206712.vasp,-5.295993253
VASP_mp-1215431.vasp,-5.03902985
VASP_mp-23.vasp,-5.49518268
VASP_mp-1185076.vasp,-4.1241756
VASP_mp-1009543.vasp,-5.483740367
VASP_mp-1096026.vasp,-1.02462023
VASP_mp-973055.vasp,-0.782542965
VASP_mp-1077525.vasp,-8.76178433
VASP_mp-1184237.vasp,-8.392144698
VASP_mp-820.vasp,-2.041019715
VASP_mp-1097418.vasp,-2.631027065
VASP_mp-1183432.vasp,-5.219509235
VASP_mp-865786.vasp,-6.369912728
VASP_mp-775022.vasp,-6.013135078
VASP_mp-973778.vasp,-1.022692848
VASP_mp-864925.vasp,-2.451428935
VASP_mp-1187974.vasp,-1.946256345
VASP_mp-20149.vasp,-2.672463485
VASP_mp-631572.vasp,-5.64830494
VASP_mp-1097540.vasp,-0.829975818
VASP_mp-1096672.vasp,-2.82095961
VASP_mp-971924.vasp,-4.44055623
VASP_mp-13082.vasp,-7.972170718
VASP_mp-1184837.vasp,-3.499843905
VASP_mp-623453.vasp,-5.5497591
VASP_mp-1096564.vasp,-0.229692808
VASP_mp-1096675.vasp,-4.33533102
VASP_mp-1096059.vasp,-5.217293368
VASP_mp-1095813.vasp,-0.673524755
VASP_mp-570860.vasp,-4.43825764
VASP_mp-24082.vasp,-9.155634157
VASP_mp-10778.vasp,-4.899901243
VASP_mp-631463.vasp,-5.294513813
VASP_mp-1185040.vasp,-7.374666868
VASP_mp-865271.vasp,-5.89473841
VASP_mp-26.vasp,-4.889295265
VASP_mp-631427.vasp,-3.553343923
VASP_mp-865954.vasp,-5.04374318
VASP_mp-1221497.vasp,-4.3652228
VASP_mp-1096618.vasp,-6.172226815
VASP_mp-1007924.vasp,-5.476290973
VASP_mp-568363.vasp,-9.226517305
VASP_mp-862262.vasp,-1.96596955
VASP_mp-999200.vasp,-5.323792525
VASP_mp-571233.vasp,-4.86790122
VASP_mp-1097430.vasp,-6.370976518
VASP_mp-1216662.vasp,-8.478864208
VASP_mp-1186224.vasp,-8.621814855
VASP_mp-996975.vasp,-4.479484958
VASP_mp-1229093.vasp,-1.80727469
VASP_mp-999292.vasp,-4.800550663
VASP_mp-996967.vasp,-4.54188596
VASP_mp-866281.vasp,-6.539010353
VASP_mp-1222028.vasp,-4.209840797
VASP_mp-10286.vasp,-4.543221103
VASP_mp-973245.vasp,-2.188006525
VASP_mp-1007663.vasp,-4.302189143
VASP_mp-1096725.vasp,-1.067946278
VASP_mp-1093893.vasp,-6.344097365
VASP_mp-1232423.vasp,-8.051722293
VASP_mp-1183243.vasp,-5.234433553
VASP_mp-999498.vasp,-6.830002688
VASP_mp-865441.vasp,-6.24573578
VASP_mp-982388.vasp,-3.07134002
VASP_mp-1008762.vasp,-9.9395472
VASP_mp-1096448.vasp,-1.609277453
